'@ @ [1/4] | Clear Quartz Woven Necklace',80000A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$99.99,4,$95.00,,,1,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Pineapple Pendant Necklace Set',82915A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'24""L + 3"" Ext, Pendant 1 1/2"" L, Earrings-1 1/8""L x 3/8"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold/Crystal Bronze Druzy Pendant Necklace Set',82916A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18"" L + 3"" Extender, 3/4"" Drop, Earring-3/16"" Diameter'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver/Crystal/    Bronze Druzy Pendant Necklace Set',82916A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18"" L + 3"" Extender,  3/4"" Drop, Earring-3/16"" Diameter'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | To The Moon and Back 2-Tone Necklace Set',82917A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18"" L + 3"" Extender, 1"" Drop, Earrings-1"" L'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Worn Silver Lariet Necklace Set',82918A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'30"" L,  1 1/4 L Drop, Earrings-3/16"" Diameter'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[SO][2/12] | Tri Tone Leaf & Pine Cone Pendant Necklace Set',82919A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'30"" L + 3"" Extender, 2 1/4"" Drop, Earrings 1/4"" Diameter'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Black Chain With Clear Crystal Bar Pendant Necklace Set',82920A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'30""L + 3"" Extender, Pendant-2"" L, Earrings 1/8"" Diameter'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Multi Butterfly Gold Disc Bracelet w/Box Clasp',82922A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'7 1/4"" L x 1"" W'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | World Maps Gold Disc Bracelet w/Box Clasp',82922B,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7 1/4"" L x 1"" W'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Antique Gold Double Chain Crystal Necklace',82923A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32"" L + 3"" Extender, Pendant-1"" L'",,2,$9.99,6,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver/Gold Double Chain Crystal Pendant Necklace',82923A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32""L w/2"" extender PENDANT 1.25""L x .5""W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Antique Gold Necklace w/Brown Tassle Necklace',82924A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32"" L + 3"" Extender, Pendant-3""L'",,2,$12.50,6,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Matte Antique Silver/Gold w/Blue Leather Tassel Pendant Necklac',82924A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32.5""L w/2"" extender PENDANT 3""L x 1""W'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Antique Gold Necklace w/Black Tassle Neck',82924B,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32"" L + 3"" Extender, Pendant-3""L'",,2,$12.50,6,$11.88,,,2,K&K400,K&K160,,,,,,
'[3/12] | Matte Gold Contemporary Wire Earrings',82925A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.99,,,"'1 3/8"" L x 3/4""W'",,3,$5.99,12,$5.70,,,3,K&K400,K&K160,,,,,,
'[3/12] | Matte Silver Contemporary Wire Earrings',82925A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.99,,,"'1 3/8"" L x 3/4""W'",,3,$5.99,12,$5.70,,,3,K&K400,K&K160,,,,,,
'[2/18] | Matte Silver Triple Loop Post Earrings',82926A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.25,,,"'2"" L x 3/4""W'",,2,$8.50,18,$8.10,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Leather 3 Strand & Antique Silver Magnetic Clasp Bracelet',82930A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/4""Diameter, 2"" L x 3/4"" W Silver Focal'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[SO][2/12] | Antique Silver Hooked Heart Hinged Bangle Bracelet',82932A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'2 1/2"" L x 1 3/4"" W, Heart 1 1/2""W x 1 1/4""L'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Bronze/Crystal Toggle Bracelet',82934A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'6 1/2""L + 1"" Ext x 1"" W'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/6] | Antique Silver Crystal Stretch Bracelet',82935A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'2 1/2"" Diameter,  1 1/2""  W'",,2,$12.50,6,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Bronze/Crystal Chain Necklace',82936A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'33 1/2"" L + 2"" Extender, 3/4"" Drop'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/6] | Leather & Silver Woven Necklace',82937A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'16"" L, Drop 5/8""L'",,2,$10.99,6,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Bronze/Fuchsia Crystal Pendant Necklace Set',82938A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'19""L + 3"" Extender, Pendant 2 1/4""L x 2""W, Earrings- 2""L x 1'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Antique Silver/Crystal Heart Pendant on Mesh Chain Necklace Set',82939A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18 1/2""L + 3"" Extender, Pendant-4"" L, Earrings 2 1/4""L x 3/4'",,2,$17.50,6,$16.65,,,2,K&K400,K&K160,,,,,,
'[2/6] | Antique Silver Double Graduated Chain with Open Hearts Necklace Set',82940A,JWL030,20180115,Out of stock - order to ship after 01-15-2018,,,,"'34""L + 3"" Extender, 1  1/2"" L Drop, Earrings 1 1/2""L x 3/4""'",,2,$17.50,6,$16.65,,,2,K&K400,K&K160,,,,,,
'[3/18] | Amber Crystal/Gold Triangular Earrings',82941A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.49,,,"'1 1/4"" L x 1""W'",,3,$4.99,18,$4.75,,,3,K&K400,K&K160,,,,,,
'[3/18] | Antique Bronze/Crystal Rectangular Earrings',82942A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1 1/4""L x 5/8""W'",,3,$4.99,18,$4.75,,,3,K&K400,K&K160,,,,,,
'@ @ [SO][3/18] | Antique Hammered Silver Hoop w/Cross & Turq. Drop Earrings',82943A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'3 1/4""L x1 1/2""W'",,3,$4.99,18,$4.75,,,3,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Textured Heart Bracelet w/Lobster Clasp',82944A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'7 1/4"" L + 2"" Extender,  1"" Wide'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/6] | Antique Silver Textured Heart Pendant Necklace Set',82944B,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'29"" L, 1 1/2"" L Drop, Earrings- 1/2"" L x 5/8"" W'",,2,$12.99,6,$12.35,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Antique Gold & Pearl Cha Cha Necklace Set',82945A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16""L + 3"" Extender, 1 1/2"" Drop, Earrings 1"" L x 1/2"" W'",,2,$19.99,6,$19.00,,,2,K&K400,K&K160,,,,,,
'[2/6] | Gold/Pearl/Silver Long Necklace',82950A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'55""L with Clasp'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold Turquoise Spring Hinged Cuff Bangle Bracelet',82953A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/2""L x 2"" W; 1/2""W at Turquoise'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Turquoise Spring Hinged Cuff Bangle Bracelet',82953A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/2"" L x 2"" W ; 1/2""W at Turquoise'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [3/18] | Antique Gold/Double Ball Cuff Ring',82954A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'3/4"" Diameter x 1/4"" W'",,3,$3.99,18,$3.80,,,3,K&K400,K&K160,,,,,,
'@ @ [3/18] | Antique Silver/Double Ball Cuff Ring',82954A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'3/4"" Diameter x 1/4"" W'",,3,$3.99,18,$3.80,,,3,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold/Crystal Side Cross Ring',82955A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.49,,,"'2"" L x 3/4"" W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Multi-Dot/Black Double Bangle Cuff Bracelet',82956A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'2.25""Dia. x 3.125""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/6] | Green & Jewel Tones Wooden Bead Necklace Set',82957B,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'19""L w/2"" extender EARRINGS 2""L x 1""W'",,2,$12.50,6,$11.90,,,2,K&K400,K&K160,,,,,,
'[3/24] | Gold/Cream/Beige Disc Stretch Bracelet',82958A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.25,,,"'1.75""Dia. x 0.75""W'",,3,$4.50,24,$4.30,,,3,K&K400,K&K160,,,,,,
'[2/12] | Gold and Cream Disc Necklace Set',82958B,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'21""L w/2.75"" extender  EARRINGS 2.25""L x 0.625""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[3/24] | Blue/White/Pearl Bracelet',82959A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$1.99,,,"'8""L w/3"" extender x 0.75""W'",,3,$3.99,24,$3.80,,,3,K&K400,K&K160,,,,,,
'[2/12] | Multi-Jewel Tone Wooden Bead Necklace Set',82960A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$3.99,,,"'27""L w/2.75"" extender EARRINGS 2.5""L x 0.75""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/6] | 6 Strand Multi Brights Crystal Stretch Bracelet',82961A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'2.125""Dia. x 1""W'",,2,$12.50,6,$11.90,,,2,K&K400,K&K160,,,,,,
'[1/4] | 6-Strand Multi Brights Crystal Necklace Set',82961B,JWL030,20171123,In stock & shipping checked (Nov 22nd),$11.25,,,"'18""L w/2.5"" extender EARRINGS 2""L x 0.625""W'",,1,$22.50,4,$21.40,,,1,K&K400,K&K160,,,,,,
'@ @ [2/6] | Four Strand Silver & Aqua Crystal Stretch Bracelet',82963A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2.25""Dia. x 1""W'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/6] | Aqua Green Crystal & Silver Necklace Set',82963B,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'44""L EARRINGS 1.25""L x 0.375""W'",,2,$19.99,6,$19.00,,,2,K&K400,K&K160,,,,,,
'[2/6] | Black/Multi-bright Crystal Cha Cha Stretch Bracelet',82964A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.49,,,"'1.75""Dia. x 1""W'",,2,$12.99,6,$12.35,,,2,K&K400,K&K160,,,,,,
'[2/6] | Semi-Precious Multi Color Stone & Crystal Long Necklace',82964B,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'38""L w/2"" extender x 0.25""W'",,2,$17.50,6,$16.65,,,2,K&K400,K&K160,,,,,,
'[1/4] | Multi Semi Precious Stones & Solid Necklace Set',82964C,JWL030,20171123,In stock & shipping checked (Nov 22nd),$10.49,,,"'17.5""L w/2"" extender EARRINGS 1.75""L'",,1,$20.99,4,$19.95,,,1,K&K400,K&K160,,,,,,
'@ @ [1/4] | Turquoise Points & Black Crystal Necklace Set',82965A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'19""L w/2"" extender EARRINGS 2.25""L x 0.25""W'",,1,$19.99,4,$19.00,,,1,K&K400,K&K160,,,,,,
'[SO][1/4] | 3 Piece Pearl Shell (Natural) Magnetic Necklace Bracelet and Earrin',82966A-NA,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'29""L BRACELET 7.5"" EARRINGS 1.625""L x 0.75""W'",,1,$22.50,4,$21.40,,,1,K&K400,K&K160,,,,,,
'[1/4] | 3 Piece Turquoise Pearl Shell  Magnetic Necklace Bracelet and Earrin',82966A-TQ,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'29""L BRACELET 7.5"" EARRINGS 1.625""L x 0.75""W'",,1,$22.50,4,$21.40,,,1,K&K400,K&K160,,,,,,
'@ @ [2/12] | Bronze W/Pink Faceted Stone Stretch Bracelet',82967A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1.75""Dia. x 1.125""W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/6] | Antique Bronze & Soft Pink Crystal Bib Necklace Set',82968A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16""L w/3.5"" extender EARRINGS 1.625""L'",,2,$12.50,6,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/6] | Blue & White Crystal with Silver Accent Flower Necklace Set',82969A-LTBL,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16.5""L w/3"" extender EARRINGS 1.25""L x 0.75""W'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/6] | Gun Metal w/Pink/White Crystal Floral Necklace Set',82969A-PK,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16.5""L w/3"" extender EARRINGS 1.25""L x 0.75""W'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/6] | White/Gold Flower Necklace Set',82970A-WH,JWL030,20171123,In stock & shipping checked (Nov 22nd),$7.49,,,"'16""L w/3.25"" extender EARRINGS 1.375""L x 1""W'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/6] | Yellow/Silver Flower Necklace Set',82970A-YE,JWL030,20171123,In stock & shipping checked (Nov 22nd),$7.49,,,"'16""L w/3.25"" extender EARRINGS 1.375""L x 1""W'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/6] | Green/Yellow w/Silver Necklace Set',82971A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16.5""L w/3.5"" extender EARRINGS 2""L x 0.75""W'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/6] | Antique Bronze & Two Tone Turquoise Necklace Set',82973A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16.5""L w/3""extender EARRINGS 1.5""L x 0.75""W'",,2,$15.99,6,$15.20,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Bronze & Green Crystal Necklace Set',82974A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L w/3"" extender EARRINGS 1""L x 0.25""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/6] | Peach/Pink/Beige with Silver Vintage Bib Necklace Set',82975A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L w/3"" extender EARRINGS 1.125""L'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/6] | Multi Color w/Antique Bronze Necklace Set',82976A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$7.49,,,"'18""L w/3"" extender EARRINGS 1.125""L x 0.625""W'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Silver Long Chain Necklace Set',82977A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'57""L w/3"" extender EARRINGS 2.375""L x 0.375""W'",,2,$12.99,6,$12.35,,,2,K&K400,K&K160,,,,,,
'@ @ [1/4] | Turquoise and Black Crystal Triple Strand Necklace Set',82978A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'27""L w/2.25"" extender EARRINGS 1.25""L x 0.25""W'",,1,$29.99,4,$28.50,,,1,K&K400,K&K160,,,,,,
'[SO][3/24] | Hammered Gold Hoop Stud Earring w/Crystal Accent',82979A-GD,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'0.75""Dia.'",,3,$4.99,24,$4.75,,,3,K&K400,K&K160,,,,,,
'[SO][3/24] | Hammered Silver Hoop Stud Earring w/Crystal Accent',82979A-SI,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'0.75""Dia.'",,3,$4.99,24,$4.75,,,3,K&K400,K&K160,,,,,,
'[SO][3/24] | Hammered Gold Teardrop Stud Earring w/Crystal Accent',82980A-GD,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'1""L x 0.5""W'",,3,$4.99,24,$4.75,,,3,K&K400,K&K160,,,,,,
'[3/24] | Hammered Silver Teardrop Stud Earring w/Crystal Accent',82980A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1""L x 0.5""W'",,3,$4.99,24,$4.75,,,3,K&K400,K&K160,,,,,,
'[SO][3/24] | Gold Long Double Round Wire Hook Earrings',82981A-GD,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'2.75""L x 0.625""W'",,3,$4.99,24,$4.75,,,3,K&K400,K&K160,,,,,,
'[3/24] | Silver Long Double Teardrop Wire Hook Earrings',82981A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2.75""L x 0.625""W'",,3,$4.99,24,$4.75,,,3,K&K400,K&K160,,,,,,
'[4/24] | Assorted Silver Cuff Bangle with Color Accents',82983A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2""Dia. x 0.125""W'",,4,$3.99,24,$3.80,,,4,K&K400,K&K160,,,,,,
'@ @ [2/12] | Worn Gold Cuff Bracelet',82984A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2.375""Dia. x 0.375""'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Gold/Crystal Curved Bar Necklace Set',82985A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18""L w/3"" extender EARRINGS 0.25""Dia.'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver/Crystal Curved Bar Necklace Set',82985A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18""L w/3"" extender EARRINGS 0.25""Dia.'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver 6 Pearl Necklace Set',82986A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18""L w/3"" extender x 0.25""W   EARRINGS 0.18 Dia.'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver/Pearl Double Strand Necklace Set',82987A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'19""L w/3"" extender EARRINGS 0.25""Dia.'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[SO][2/12] | Gold/Crystal Square Necklace Set',82988A-GD,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'16""L w/3"" extender PENDANT 0.25""Dia. EARRINGS 0.125""Dia.'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver/Crystal Square Necklace Set',82988A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16""L w/3"" extender PENDANT 0.25""Dia. EARRINGS 0.125""Dia.'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Worn Silver Arrow Point Necklace & Earring Set',82989A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.49,,,"'18""L w/3"" extender EARRINGS 1.5""L x 0.5""W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Turquoise Stretch Necklace or Triple Bracelet w/Coral/White/Crystal',82990A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'21""L x 0.375""W'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Turquoise Gold Necklace',82991A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16""L w/3"" extender'",,2,$6.50,12,$6.20,,,2,K&K400,K&K160,,,,,,
'[2/6] | Sea Opal Glass & Crystal Triple Strand Necklace Set',82993A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'30""L w/3"" extender EARRINGS 0.875""Dia.'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/6] | Soft Pastel Multi Stone and Crystal 3 Strand Necklace Set w/Gold Acc',82994A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'22""L w/3"" extender EARRINGS 1""L x 0.375""W'",,2,$12.99,6,$12.35,,,2,K&K400,K&K160,,,,,,
'[2/12] | Worn Gold Do Amazing Things Necklace Set w/Pearl Accent',82995A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16""L w/3"" extender EARRINGS 0.75""L x 0.375""W'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Worn Gold w/Fresh Water Pearl & Silver Accent Starfish Coastal Neck',82996A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'36""L w/3"" extender EARRINGS 1""L x 0.625""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Worn Silverw/FreshWater Pearl & Turquoise Accent Starfish Coastal N',82997A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L w/3"" extender EARRINGS 1.125""L x 0.625""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver Starfish Necklace Set',82998A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18""L w/3"" extender EARRINGS 1""L x 0.5""W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver/Crystal Feather Pendant Necklace Set',82999A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16""L w/3"" extender EARRINGS 1.5""L x 0.375""W'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'@ @ [SO][2/6] | Antique Gold and Crystal Gem Squares Necklace Set',83000A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'16""L w/4"" extender EARRINGS 0.25""Dia.'",,2,$12.99,6,$12.35,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver Turquoise Crystal Toggle Bracelet w/Lords Prayer in Spanish',83001A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.25,,,"'7""L w/1"" extender'",,2,$8.50,12,$8.10,,,2,K&K400,K&K160,,,,,,
'[3/12] | Gold/Pearl Ankle Bracelet w/Side Cross and Adjustable Closure',83002A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'8.5""L w/2.5"" extender'",,3,$4.99,12,$4.75,,,3,K&K400,K&K160,,,,,,
'[3/12] | Silver/Turquoise Ankle Bracelet w/Starfish & Fresh Water Pearl Acce',83003A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'8.5""L w/2.5"" extender'",,3,$4.99,12,$4.75,,,3,K&K400,K&K160,,,,,,
'@ @ [3/12] | Silver Ankle Bracelet w/Heart & Crystal Accent; Adjustable Closure',83004A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'8.5""L w/2.5"" extender'",,3,$4.99,12,$4.75,,,3,K&K400,K&K160,,,,,,
'[2/12] | Turquoise/Silver/Pearl on Black Lords Prayer in Spanish Necklace Se',83005A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'22""L w/2.5"" extender EARRINGS 0.875""L x 0.375""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[3/24] | Antique Gold Sand Dollar Pendant w/Turquoise Crystal Accents',83007A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.25,,,"'17""L w/2"" extender PENDANT 1.5""Dia.'",,3,$4.50,24,$4.30,,,3,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold/Crystal/Pearl Floral Bib Necklace Set',83008A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'19""L w/2"" extender EARRINGS 1.25""L x 0.5""W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/6] | Green/Blue/Pink/White Stone Floral Necklace Set',83009A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18""L w/2.25"" extender EARRINGS 2""L x 1""W'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold/Crystal Bumblebee Necklace Set',83010A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'30""L w/3.25"" extender EARRINGS 2""L x 1""W'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold with Bird Charms and Turquoise Accents Necklace Set',83011A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'42""L EARRINGS 1.5""L x 0.75""W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Blue/Aqua Scarf',83012A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'68""L x 35""W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/6] | Jewel Tone Ruffle Silk Scarf',83013A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'68""L x 18""W'",,2,$10.99,6,$10.45,,,2,K&K400,K&K160,,,,,,
'[SO][2/6] | Black/Cream Checkered Silk Ruffle Scarf',83014A,JWL010,20180323,Out of stock - order to ship after 03-23-2018,$5.49,,,"'68""L x 18""W'",,2,$10.99,6,$10.45,,,2,K&K400,K&K160,,,,,,
